shape,credit,songs,removed,decision,reviewed_by,harvested,candidates,examples,confidence,labels,matched_label
trimmed:co-credited,"Lady Gaga, Bradley Cooper",1,", Bradley Cooper",Q19848,assistant,"Q19848 Lady Gaga [spotify, mb]","Q19848 Lady Gaga [human, spotify, mb, via 'Lady Gaga']",Shallow (2018),assistant,"Lady Gaga, Bradley Cooper | Lady Gaga",Lady Gaga
trimmed:co-credited,"Leslie Odom Jr., Original Broadway Cast of Hamilton",1,", Original Broadway Cast of Hamilton",Q18089198,assistant,"Q18089198 Leslie Odom Jr. [spotify, mb]","Q18089198 Leslie Odom Jr. [human, spotify, mb, via 'Leslie Odom Jr.']",The Room Where It Happens (2015),assistant,"Leslie Odom Jr., Original Broadway Cast of Hamilton | Leslie Odom Jr.",Leslie Odom Jr.
trimmed:co-credited,Lil Baby & Gunna,1,& Gunna,Q50527563,assistant,"Q50527563 Lil Baby [spotify, mb]","Q50527563 Lil Baby [human, spotify, mb, via 'Lil Baby']",Drip Too Hard (2019),assistant,Lil Baby & Gunna | Lil Baby,Lil Baby
trimmed:co-credited,Lil Nas X & Jack Harlow,1,& Jack Harlow,Q62591281,assistant,"Q62591281 Lil Nas X [spotify, mb]","Q62591281 Lil Nas X [human, spotify, mb, via 'Lil Nas X']",Industry Baby (2022),assistant,Lil Nas X & Jack Harlow | Lil Nas X,Lil Nas X
trimmed:co-credited,Lil Tjay & 6LACK,1,& 6LACK,Q61670761,assistant,"Q61670761 Lil Tjay [spotify, mb]","Q61670761 Lil Tjay [human, spotify, mb, via 'Lil Tjay']",Calling My Phone (2021),assistant,Lil Tjay & 6LACK | Lil Tjay,Lil Tjay
trimmed:co-credited,"Lin-Manuel Miranda, Original Broadway Cast of Hamilton",1,", Original Broadway Cast of Hamilton",Q1646482,assistant,"Q1646482 Lin-Manuel Miranda [spotify, mb]","Q1646482 Lin-Manuel Miranda [human, spotify, mb, via 'Lin-Manuel Miranda']",My Shot (2015),assistant,"Lin-Manuel Miranda, Original Broadway Cast of Hamilton | Lin-Manuel Miranda",Lin-Manuel Miranda
trimmed:co-credited,"Lin-Manuel Miranda, Original Broadway Cast of In the Heights",1,", Original Broadway Cast of In the Heights",Q1646482,assistant,"Q1646482 Lin-Manuel Miranda [spotify, mb]","Q1646482 Lin-Manuel Miranda [human, spotify, mb, via 'Lin-Manuel Miranda']",In the Heights (2008),assistant,"Lin-Manuel Miranda, Original Broadway Cast of In the Heights | Lin-Manuel Miranda",Lin-Manuel Miranda
trimmed:co-credited,Lisa Loeb and Nine Stories,1,and Nine Stories,Q237654,assistant,"Q237654 Lisa Loeb [spotify, mb]","Q237654 Lisa Loeb [human, spotify, mb, via 'Lisa Loeb']",Stay (I Missed You) (1994),assistant,Lisa Loeb and Nine Stories | Lisa Loeb,Lisa Loeb
trimmed:co-credited,Luis Fonsi & Daddy Yankee feat. Justin Bieber,1,& Daddy Yankee feat. Justin Bieber,Q1387726,assistant,"Q1387726 Luis Fonsi [spotify, mb]","Q1387726 Luis Fonsi [human, spotify, mb, via 'Luis Fonsi']",Despacito (2017),assistant,Luis Fonsi & Daddy Yankee feat. Justin Bieber | Luis Fonsi & Daddy Yankee | Luis Fonsi,Luis Fonsi
trimmed:co-credited,Major Lazer & DJ Snake feat. MO,1,& DJ Snake feat. MO,Q2604214,assistant,"Q2604214 Major Lazer [spotify, mb]","Q2604214 Major Lazer [musical group, spotify, mb, via 'Major Lazer']",Lean On (2015),assistant,Major Lazer & DJ Snake feat. MO | Major Lazer & DJ Snake | Major Lazer,Major Lazer
trimmed:co-credited,Marcus Mumford & Tom Howe,1,& Tom Howe,Q25554,assistant,"Q25554 Marcus Mumford [spotify, mb]","Q25554 Marcus Mumford [human, spotify, mb, via 'Marcus Mumford']",Ted Lasso Theme (2020),assistant,Marcus Mumford & Tom Howe | Marcus Mumford,Marcus Mumford
trimmed:co-credited,Margaret Whiting & Jimmy Wakely,1,& Jimmy Wakely,Q289108,assistant,"Q289108 Margaret Whiting [spotify, mb]","Q289108 Margaret Whiting [human, spotify, mb, via 'Margaret Whiting']",Slipping Around (1949),assistant,Margaret Whiting & Jimmy Wakely | Margaret Whiting,Margaret Whiting
trimmed:co-credited,Mariah Carey and Boyz II Men,1,and Boyz II Men,Q41076,assistant,"Q41076 Mariah Carey [spotify, mb]","Q41076 Mariah Carey [human, spotify, mb, via 'Mariah Carey']",One Sweet Day (1996),assistant,Mariah Carey and Boyz II Men | Mariah Carey,Mariah Carey
trimmed:co-credited,Marshmello & Bastille,1,& Bastille,Q26334949,assistant,"Q26334949 Marshmello [spotify, mb]","Q26334949 Marshmello [human, spotify, mb, via 'Marshmello']",Happier (2019),assistant,Marshmello & Bastille | Marshmello,Marshmello
trimmed:co-credited,Marshmello & Kane Brown,1,& Kane Brown,Q26334949,assistant,"Q26334949 Marshmello [spotify, mb]","Q26334949 Marshmello [human, spotify, mb, via 'Marshmello']",Miles on It (2024),assistant,Marshmello & Kane Brown | Marshmello,Marshmello
trimmed:co-credited,Marvin Gaye & Tammi Terrell,1,& Tammi Terrell,Q189758,assistant,"Q189758 Marvin Gaye [spotify, mb]","Q189758 Marvin Gaye [human, spotify, mb, via 'Marvin Gaye']",Ain't No Mountain High Enough (1967),assistant,Marvin Gaye & Tammi Terrell | Marvin Gaye,Marvin Gaye
trimmed:co-credited,"Metro Boomin, The Weeknd & 21 Savage",1,", The Weeknd & 21 Savage",Q16235273,assistant,"Q16235273 Metro Boomin [spotify, mb]","Q16235273 Metro Boomin [human, spotify, mb, via 'Metro Boomin']",Creepin' (2023),assistant,"Metro Boomin, The Weeknd & 21 Savage | Metro Boomin",Metro Boomin
trimmed:co-credited,"Michael Crawford, Sarah Brightman",1,", Sarah Brightman",Q656035,assistant,"Q656035 Michael Crawford [spotify, mb]","Q656035 Michael Crawford [human, spotify, mb, via 'Michael Crawford']",The Phantom of the Opera (1987),assistant,"Michael Crawford, Sarah Brightman | Michael Crawford",Michael Crawford
trimmed:co-credited,"Miguel, Natalia Lafourcade",1,", Natalia Lafourcade",Q73463,assistant,"Q73463 Miguel [spotify, mb]","Q73463 Miguel ~ Miguel (singer) [human, spotify, mb, via 'Miguel']",Remember Me (Duo) (2017),assistant,"Miguel, Natalia Lafourcade | Miguel",Miguel
trimmed:co-credited,Nancy Sinatra and Frank Sinatra,1,and Frank Sinatra,Q233937,assistant,"Q233937 Nancy Sinatra [spotify, mb]","Q233937 Nancy Sinatra [human, spotify, mb, via 'Nancy Sinatra']",Somethin' Stupid (1967),assistant,Nancy Sinatra and Frank Sinatra | Nancy Sinatra,Nancy Sinatra
trimmed:co-credited,Nicky Youre & dazy,1,& dazy,Q112666811,assistant,"Q112666811 Nicky Youre [spotify, mb]","Q112666811 Nicky Youre [human, spotify, mb, via 'Nicky Youre']",Sunroof (2022),assistant,Nicky Youre & dazy | Nicky Youre,Nicky Youre
trimmed:co-credited,Nino Tempo and April Stevens,1,and April Stevens,Q615713,assistant,"Q615713 Nino Tempo [spotify, mb]","Q615713 Nino Tempo [human, spotify, mb, via 'Nino Tempo']",Deep Purple (1963),assistant,Nino Tempo and April Stevens | Nino Tempo,Nino Tempo
trimmed:co-credited,Noble Sissle and Eubie Blake,1,and Eubie Blake,Q563239,assistant,Q563239 Noble Sissle [mb],"Q563239 Noble Sissle [human, mb, via 'Noble Sissle']",Love Will Find a Way (1921),assistant,Noble Sissle and Eubie Blake | Noble Sissle,Noble Sissle
trimmed:co-credited,P. Diddy and Ginuwine featuring Loon and Mario Winans,1,and Ginuwine featuring Loon and Mario Winans,Q216936,assistant,"Q216936 Sean Combs [spotify, mb]","Q216936 Sean Combs [human, spotify, mb, via 'P. Diddy']",I Need a Girl (Part Two) (2002),assistant,P. Diddy and Ginuwine featuring Loon and Mario Winans | P. Diddy and Ginuwine | P. Diddy,P. Diddy
trimmed:co-credited,Patti LaBelle and Michael McDonald,1,and Michael McDonald,Q31013,assistant,"Q31013 Patti LaBelle [spotify, mb]","Q31013 Patti LaBelle [human, spotify, mb, via 'Patti LaBelle']",On My Own (1986),assistant,Patti LaBelle and Michael McDonald | Patti LaBelle,Patti LaBelle
trimmed:co-credited,Paul McCartney and Michael Jackson,1,and Michael Jackson,Q2599,assistant,"Q2599 Paul McCartney [spotify, mb]","Q2599 Paul McCartney [human, spotify, mb, via 'Paul McCartney']",Say Say Say (1984),assistant,Paul McCartney and Michael Jackson | Paul McCartney,Paul McCartney
trimmed:co-credited,Paul McCartney and Stevie Wonder,1,and Stevie Wonder,Q2599,assistant,"Q2599 Paul McCartney [spotify, mb]","Q2599 Paul McCartney [human, spotify, mb, via 'Paul McCartney']",Ebony and Ivory (1982),assistant,Paul McCartney and Stevie Wonder | Paul McCartney,Paul McCartney
trimmed:co-credited,Peabo Bryson and Regina Belle,1,and Regina Belle,Q379548,assistant,"Q379548 Peabo Bryson [spotify, mb]","Q379548 Peabo Bryson [human, spotify, mb, via 'Peabo Bryson']",A Whole New World (1993),assistant,Peabo Bryson and Regina Belle | Peabo Bryson,Peabo Bryson
trimmed:co-credited,"Peabo Bryson, Regina Belle",1,", Regina Belle",Q379548,assistant,"Q379548 Peabo Bryson [spotify, mb]","Q379548 Peabo Bryson [human, spotify, mb, via 'Peabo Bryson']",A Whole New World (1992),assistant,"Peabo Bryson, Regina Belle | Peabo Bryson",Peabo Bryson
trimmed:co-credited,Perry Como & Betty Hutton,1,& Betty Hutton,Q333405,assistant,"Q333405 Perry Como [spotify, mb]","Q333405 Perry Como [human, spotify, mb, via 'Perry Como']",A Bushel and a Peck (1950),assistant,Perry Como & Betty Hutton | Perry Como,Perry Como
trimmed:co-credited,Peter Cetera and Amy Grant,1,and Amy Grant,Q468815,assistant,"Q468815 Peter Cetera [spotify, mb]","Q468815 Peter Cetera [human, spotify, mb, via 'Peter Cetera']",The Next Time I Fall (1987),assistant,Peter Cetera and Amy Grant | Peter Cetera,Peter Cetera
trimmed:co-credited,"Phil Harris, Bruce Reitherman",1,", Bruce Reitherman",Q596717,assistant,Q596717 Phil Harris [mb],"Q596717 Phil Harris [human, mb, via 'Phil Harris']",The Bare Necessities (1967),assistant,"Phil Harris, Bruce Reitherman | Phil Harris",Phil Harris
trimmed:co-credited,Philip Bailey and Phil Collins,1,and Phil Collins,Q746618,assistant,"Q746618 Philip Bailey [spotify, mb]","Q746618 Philip Bailey [human, spotify, mb, via 'Philip Bailey']",Easy Lover (1985),assistant,Philip Bailey and Phil Collins | Philip Bailey,Philip Bailey
trimmed:co-credited,PinkPantheress & Ice Spice,1,& Ice Spice,Q107570416,assistant,"Q107570416 PinkPantheress [spotify, mb]","Q107570416 PinkPantheress [human, spotify, mb, via 'PinkPantheress']",Boy's a Liar Pt. 2 (2023),assistant,PinkPantheress & Ice Spice | PinkPantheress,PinkPantheress
trimmed:co-credited,PinkPantheress & Zara Larsson,1,& Zara Larsson,Q107570416,assistant,"Q107570416 PinkPantheress [spotify, mb]","Q107570416 PinkPantheress [human, spotify, mb, via 'PinkPantheress']",Stateside (2026),assistant,PinkPantheress & Zara Larsson | PinkPantheress,PinkPantheress
trimmed:co-credited,Pitbull & Ne-Yo,1,& Ne-Yo,Q187844,assistant,"Q187844 Pitbull [spotify, mb]","Q187844 Pitbull ~ Pitbull (rapper) [human, spotify, mb, via 'Pitbull']",Time of Our Lives (2015),assistant,Pitbull & Ne-Yo | Pitbull,Pitbull
trimmed:co-credited,Puff Daddy and Faith Evans featuring 112,1,and Faith Evans featuring 112,Q216936,assistant,"Q216936 Sean Combs [spotify, mb]","Q216936 Sean Combs [human, spotify, mb, via 'Puff Daddy']",I'll Be Missing You (1997),assistant,Puff Daddy and Faith Evans featuring 112 | Puff Daddy and Faith Evans | Puff Daddy,Puff Daddy
trimmed:co-credited,R. Kelly and Celine Dion,1,and Celine Dion,Q273055,assistant,"Q273055 R. Kelly [spotify, mb]","Q273055 R. Kelly [human, spotify, mb, via 'R. Kelly']",I'm Your Angel (1999),assistant,R. Kelly and Celine Dion | R. Kelly,R. Kelly
trimmed:co-credited,Ray J and Yung Berg,1,and Yung Berg,Q542267,assistant,"Q542267 Ray J [spotify, mb]","Q542267 Ray J [human, spotify, mb, via 'Ray J']",Sexy Can I (2008),assistant,Ray J and Yung Berg | Ray J,Ray J
trimmed:co-credited,Ray Parker Jr. and Raydio,1,and Raydio,Q381022,assistant,"Q381022 Ray Parker Jr. [spotify, mb]","Q381022 Ray Parker Jr. [human, spotify, mb, via 'Ray Parker Jr.']",A Woman Needs Love (Just Like You Do) (1981),assistant,Ray Parker Jr. and Raydio | Ray Parker Jr.,Ray Parker Jr.
trimmed:co-credited,Red Ingle & Jo Stafford,1,& Jo Stafford,Q11702431,assistant,Q11702431 Red Ingle [mb],"Q11702431 Red Ingle [human, mb, via 'Red Ingle']",Temptation (Tim-Tayshun) (1947),assistant,Red Ingle & Jo Stafford | Red Ingle,Red Ingle
trimmed:co-credited,"Reeve Carney, Original Broadway Cast of Hadestown",1,", Original Broadway Cast of Hadestown",Q3423039,assistant,Q3423039 Reeve Carney [mb],"Q3423039 Reeve Carney [human, mb, via 'Reeve Carney']",Wait for Me (2019),assistant,"Reeve Carney, Original Broadway Cast of Hadestown | Reeve Carney",Reeve Carney
trimmed:co-credited,Ryan Gosling & Emma Stone,1,& Emma Stone,Q193815,assistant,"Q193815 Ryan Gosling [spotify, mb]","Q193815 Ryan Gosling [human, spotify, mb, via 'Ryan Gosling']",City of Stars (2016),assistant,Ryan Gosling & Emma Stone | Ryan Gosling,Ryan Gosling
trimmed:co-credited,"Ryan Gosling, Emma Stone",1,", Emma Stone",Q193815,assistant,"Q193815 Ryan Gosling [spotify, mb]","Q193815 Ryan Gosling [human, spotify, mb, via 'Ryan Gosling']",City of Stars (2016),assistant,"Ryan Gosling, Emma Stone | Ryan Gosling",Ryan Gosling
trimmed:co-credited,SZA & Kendrick Lamar,1,& Kendrick Lamar,Q16210722,assistant,"Q16210722 SZA [spotify, mb]","Q16210722 SZA [human, spotify, mb, via 'SZA']",30 for 30 (2025),assistant,SZA & Kendrick Lamar | SZA,SZA
trimmed:co-credited,"Sarah Brightman, Steve Barton",1,", Steve Barton",Q151814,assistant,"Q151814 Sarah Brightman [spotify, mb]","Q151814 Sarah Brightman [human, spotify, mb, via 'Sarah Brightman']",All I Ask of You (1987),assistant,"Sarah Brightman, Steve Barton | Sarah Brightman",Sarah Brightman
trimmed:co-credited,Selena Gomez & Marshmello,1,& Marshmello,Q83287,assistant,"Q83287 Selena Gomez [spotify, mb]","Q83287 Selena Gomez [human, spotify, mb, via 'Selena Gomez']",Wolves (2018),assistant,Selena Gomez & Marshmello | Selena Gomez,Selena Gomez
trimmed:co-credited,Shawn Mendes & Camila Cabello,1,& Camila Cabello,Q17198340,assistant,"Q17198340 Shawn Mendes [spotify, mb]","Q17198340 Shawn Mendes [human, spotify, mb, via 'Shawn Mendes']",Senorita (2019),assistant,Shawn Mendes & Camila Cabello | Shawn Mendes,Shawn Mendes
trimmed:co-credited,"Steve Kazee, Cristin Milioti",1,", Cristin Milioti",Q7612991,assistant,Q7612991 Steve Kazee [mb],"Q7612991 Steve Kazee [human, mb, via 'Steve Kazee']",Falling Slowly (2012),assistant,"Steve Kazee, Cristin Milioti | Steve Kazee",Steve Kazee
trimmed:co-credited,Suzi Quatro & Chris Norman,1,& Chris Norman,Q234750,assistant,"Q234750 Suzi Quatro [spotify, mb]","Q234750 Suzi Quatro [human, spotify, mb, via 'Suzi Quatro']",Stumblin' In (1979),assistant,Suzi Quatro & Chris Norman | Suzi Quatro,Suzi Quatro
trimmed:co-credited,Tame Impala & JENNIE,1,& JENNIE,Q9619,assistant,"Q9619 Tame Impala [spotify, mb]","Q9619 Tame Impala [musical group, spotify, mb, via 'Tame Impala']",Dracula (2026),assistant,Tame Impala & JENNIE | Tame Impala,Tame Impala
trimmed:co-credited,The Chainsmokers & Coldplay,1,& Coldplay,Q7721993,assistant,"Q7721993 The Chainsmokers [spotify, mb]","Q7721993 The Chainsmokers [musical duo/male duo, spotify, mb, via 'The Chainsmokers']",Something Just Like This (2017),assistant,The Chainsmokers & Coldplay | The Chainsmokers,The Chainsmokers
trimmed:co-credited,The Kid LAROI & Justin Bieber,1,& Justin Bieber,Q82890761,assistant,"Q82890761 The Kid Laroi [spotify, mb]","Q82890761 The Kid Laroi [human, spotify, mb, via 'The Kid LAROI']",Stay (2022),assistant,The Kid LAROI & Justin Bieber | The Kid LAROI,The Kid LAROI
trimmed:co-credited,The Weeknd & Playboi Carti,1,& Playboi Carti,Q2121062,assistant,"Q2121062 The Weeknd [spotify, mb]","Q2121062 The Weeknd [human, spotify, mb, via 'The Weeknd']",Timeless (2025),assistant,The Weeknd & Playboi Carti | The Weeknd,The Weeknd
trimmed:co-credited,Usher and Alicia Keys,1,and Alicia Keys,Q165911,assistant,"Q165911 Usher [spotify, mb]","Q165911 Usher ~ Usher (musician) [human, spotify, mb, via 'Usher']",My Boo (2004),assistant,Usher and Alicia Keys | Usher,Usher
trimmed:co-credited,Vanessa Williams and Brian McKnight,1,and Brian McKnight,Q202801,assistant,"Q202801 Vanessa Williams [spotify, mb]","Q202801 Vanessa Williams [human, spotify, mb, via 'Vanessa Williams']",Love Is (1993),assistant,Vanessa Williams and Brian McKnight | Vanessa Williams,Vanessa Williams
trimmed:co-credited,"Whitney Houston, Mariah Carey",1,", Mariah Carey",Q34389,assistant,"Q34389 Whitney Houston [spotify, mb]","Q34389 Whitney Houston [human, spotify, mb, via 'Whitney Houston']",When You Believe (1998),assistant,"Whitney Houston, Mariah Carey | Whitney Houston",Whitney Houston
trimmed:co-credited,Will Ferrell & My Marianne,1,& My Marianne,Q218503,assistant,Q218503 Will Ferrell [mb],"Q218503 Will Ferrell [human, mb, via 'Will Ferrell']",Husavik (2020),assistant,Will Ferrell & My Marianne | Will Ferrell,Will Ferrell
trimmed:co-credited,Zac Efron & Zendaya,1,& Zendaya,Q45229,assistant,"Q45229 Zac Efron [spotify, mb]","Q45229 Zac Efron [human, spotify, mb, via 'Zac Efron']",Rewrite the Stars (2017),assistant,Zac Efron & Zendaya | Zac Efron,Zac Efron
trimmed:co-credited,Zedd & Alessia Cara,1,& Alessia Cara,Q21088,assistant,"Q21088 Zedd [spotify, mb]","Q21088 Zedd [human, spotify, mb, via 'Zedd']",Stay (2017),assistant,Zedd & Alessia Cara | Zedd,Zedd
trimmed:co-credited,"Zedd, Maren Morris & Grey",1,", Maren Morris & Grey",Q21088,assistant,"Q21088 Zedd [spotify, mb]","Q21088 Zedd [human, spotify, mb, via 'Zedd']",The Middle (2018),assistant,"Zedd, Maren Morris & Grey | Zedd",Zedd
trimmed:co-credited,"Zoe Saldana, Karla Sofia Gascon",1,", Karla Sofia Gascon",Q190162,assistant,"Q190162 Zoe Sandalia [spotify, mb]","Q190162 Zoe Sandalia ~ Zoe Saldaña [human, spotify, mb, via 'Zoe Saldana']",El Mal (2024),assistant,"Zoe Saldana, Karla Sofia Gascon | Zoe Saldana",Zoe Saldana
multi,Harry James,11,,Q163861,assistant,Q163861 Harry James [mb],"Q163861 Harry James [human, mb]
Q2424156 Thomas Garnet Henry James ~ T. G. H. James [human, mb]",Ciribiribin (1939); You Made Me Love You (1941); I Don't Want to Walk Without You (1942); Mister Five by Five (1942),assistant,Harry James,Harry James
multi,Michael Jackson,9,,Q2831,assistant,"Q2831 Michael Jackson [spotify, mb]","Q2831 Michael Jackson [human, spotify, mb]
Q66622353 Michael R. Jackson [human, spotify, mb]
Q6831552 Michael Jackson ~ Michael Jackson (English singer) [human, mb]
Q6831555 Michael Jackson ~ Michael Jackson (anthropologist) [human, mb]",Ben (1972); Ben (1972); Rock with You (1980); Beat It (1983),assistant,Michael Jackson,Michael Jackson
multi,Eddie Fisher,8,,Q363708,assistant,"Q363708 Eddie Fisher [spotify, mb]","Q363708 Eddie Fisher [human, spotify, mb]
Q5336031 Eddie Fisher ~ Eddie Fisher (drummer) [human, mb]",Anytime (1952); I'm Yours (1952); Tell Me Why (1952); Wish You Were Here (1952),assistant,Eddie Fisher,Eddie Fisher
multi,Pink,8,,Q160009,assistant,"Q160009 Pink [spotify, mb]","Q124398531 Inbar Haiman [human, mb]
Q160009 Pink ~ Pink (singer) [human, spotify, mb]
Q11238738 Pink [musical group, mb]",There You Go (2000); Get the Party Started (2002); U + Ur Hand (2007); So What (2008),assistant,Pink,Pink
multi,Phil Collins,6,,Q144622,assistant,"Q144622 Phil Collins [spotify, mb]","Q144622 Phil Collins [human, spotify, mb]
Q7181796 Phil Collins ~ Phil Collins (photographer) [human, mb]",Against All Odds (Take a Look at Me Now) (1984); Against All Odds (Take a Look at Me Now) (1984); A Groovy Kind of Love (1988); Two Hearts (1989),assistant,Phil Collins,Phil Collins
multi,TLC,6,,Q742804,assistant,"Q742804 TLC [spotify, mb]","Q742804 TLC ~ TLC (group) [musical group/girl group/all-female band, spotify, mb]
Q1045344 The Learning Company [video game developer, mb]",Baby-Baby-Baby (1992); Creep (1995); Red Light Special (1995); Waterfalls (1995),assistant,TLC,TLC
multi,Jimmie Rodgers,5,,,,,"Q366358 Jimmie Rodgers [human, mb]
Q1689292 Jimmie Rodgers ~ Jimmie Rodgers (pop singer) [human, mb]",Blue Yodel (T for Texas) (1928); In the Jailhouse Now (1928); Waiting for a Train (1929); Honeycomb (1957),multi,Jimmie Rodgers,Jimmie Rodgers
multi,The Temptations,5,,Q846373,assistant,"Q846373 The Temptations [spotify, mb]","Q846373 The Temptations [musical group, spotify, mb]
Q7768378 The Temptations ~ The Temptations (New York vocal group) [musical group, mb]",My Girl (1965); I Wish It Would Rain (1968); I Can't Get Next to You (1969); Ball of Confusion (That's What the World Is Today) (1970),assistant,The Temptations,The Temptations
multi,Billy Jones and Ernest Hare,4,and Ernest Hare,,,,"Q18153729 Billy Jones [human, mb, via 'Billy Jones']
Q4912814 Billy Jones ~ Billy Jones (Outlaws guitarist) [human, mb, via 'Billy Jones']
Q4912815 William Reese Jones ~ Billy Jones (singer, born 1889) [human, mb, via 'Billy Jones']","Oogie Oogie Wa Wa (1922); Barney Google (1923); Oh! Gee, Oh! Gosh, Oh! Golly, I'm in Love (1923); Old King Tut (1923)",multi,Billy Jones and Ernest Hare | Billy Jones,Billy Jones
multi,Eagles,4,,Q189635,assistant,"Q189635 Eagles [spotify, mb]","Q7731345 The Eagles ~ The Eagles (rhythm and blues group) [musical group, mb]
Q189635 Eagles ~ Eagles (band) [musical group, spotify, mb]",Best of My Love (1975); One of These Nights (1975); Take It to the Limit (1976); Hotel California (1977),assistant,Eagles,Eagles
multi,Starship,4,,Q15706519,assistant,"Q15706519 Starship [spotify, mb]","Q15706519 Starship ~ Starship (band) [musical group, spotify, mb]
Q2265203 Jefferson Starship [rock band, spotify, mb]",We Built This City (1985); Sara (1986); Nothing's Gonna Stop Us Now (1987); Nothing's Gonna Stop Us Now (1987),assistant,Starship,Starship
multi,Tom Jones,4,,Q180850,assistant,"Q180850 Tom Jones [spotify, mb]","Q180850 Tom Jones ~ Tom Jones (singer) [human, spotify, mb]
Q2439753 Tom Jones ~ Tom Jones (lyricist) [human, spotify, mb]",What's New Pussycat? (1965); What's New Pussycat? (1965); I'll Never Fall in Love Again (1969); She's a Lady (1971),assistant,Tom Jones,Tom Jones
multi,Tony Martin,4,,,,,"Q434220 Tony Martin ~ Tony Martin (British singer) [human, mb]
Q725874 Tony Martin ~ Tony Martin (American singer) [human, mb]
Q16207079 Tony Martin ~ Tony Martin (songwriter) [human, mb]",La Vie en Rose (1950); There's No Tomorrow (1950); I Get Ideas (1951); Here (1954),multi,Tony Martin,Tony Martin
multi,Vincent Lopez and His Orchestra,4,and His Orchestra,Q917080,assistant,Q917080 Vincent Lopez [mb],"Q917080 Vincent Lopez [human, mb, via 'Vincent Lopez']
Q1285153 Vini Lopez [human, mb, via 'Vincent Lopez']",Nola (1922); I Want to Be Happy (1925); Show Me the Way to Go Home (1925); Always (1926),assistant,Vincent Lopez and His Orchestra | Vincent Lopez,Vincent Lopez
multi,Billy Jones,3,,,,,"Q18153729 Billy Jones [human, mb]
Q4912814 Billy Jones ~ Billy Jones (Outlaws guitarist) [human, mb]
Q4912815 William Reese Jones ~ Billy Jones (singer, born 1889) [human, mb]","Peggy O'Neil (1921); You Tell Her, I Stutter (1922); Yes! We Have No Bananas (1923)",multi,Billy Jones,Billy Jones
multi,Billy Murray,3,,Q440215,assistant,Q440215 Billy Murray [mb],"Q8015960 William Murray ~ William Murray (musician) [human, mb]
Q440215 Billy Murray ~ Billy Murray (singer) [human, mb]",I'll See You in C-U-B-A (1920); Oh! By Jingo! (1920); Don't Bring Lulu (1925),assistant,Billy Murray,Billy Murray
multi,Chris Brown,3,,Q155700,assistant,"Q155700 Chris Brown [spotify, mb]","Q155700 Chris Brown [human, spotify, mb]
Q5105997 Chris Brown ~ Hugh Christopher Brown [human, mb]
Q5106001 Chris Brown ~ Chris Brown (composer) [human, mb]
Q115390006 Chris Brown [human, spotify, mb]",Forever (2008); With You (2008); Under the Influence (2023),assistant,Chris Brown,Chris Brown
multi,Creed,3,,Q308816,assistant,"Q308816 Creed [spotify, mb]","Q308816 Creed ~ Creed (band) [musical group, spotify, mb]
Q16109883 Creed [musical group, mb]",Higher (2000); My Sacrifice (2002); One Last Breath (2002),assistant,Creed,Creed
multi,Fergie,3,,Q180004,assistant,"Q180004 Fergie [spotify, mb]","Q180004 Fergie ~ Fergie (singer) [human, spotify, mb]
Q5444141 Fergie ~ Fergie (DJ) [human, spotify, mb]
Q55720 Sarah Ferguson [human, mb]",London Bridge (2006); Big Girls Don't Cry (2007); Clumsy (2008),assistant,Fergie,Fergie
multi,Heart,3,,Q941662,assistant,"Q941662 Heart [spotify, mb]","Q941662 Heart ~ Heart (band) [rock band, spotify, mb]
Q2237533 Heart [musical group, mb]
Q117435025 Heart [girl group, mb]",Never (1986); Alone (1987); All I Wanna Do Is Make Love to You (1990),assistant,Heart,Heart
multi,John Steel,3,,,,,"Q2025080 John Steel ~ John Steel (drummer) [human, mb]
Q6258947 John Steel ~ John Steel (singer) [human, mb]","Tell Me, Little Gypsy (1920); The Love Nest (1920); Learn to Smile (1921)",multi,John Steel,John Steel
multi,Khalid,3,,Q28816483,assistant,"Q28816483 Khalid [spotify, mb]","Q28816483 Khalid ~ Khalid (singer) [human, spotify, mb]
Q125066346 Khalid ~ Khalid (Bangladeshi singer) [human, mb]",Location (2017); Better (2019); Talk (2019),assistant,Khalid,Khalid
multi,The Drifters,3,,,,,"Q1014432 The Drifters ~ The Drifters (Japanese band) [musical group/comedy troupe, spotify, mb]
Q1060576 The Drifters [musical group, spotify, mb]
Q15908640 The Drifters [musical duo, mb]",There Goes My Baby (1959); Save the Last Dance for Me (1960); Under the Boardwalk (1964),multi,The Drifters,The Drifters
multi,The Seekers,3,,Q592387,assistant,"Q592387 The Seekers [spotify, mb]","Q592387 The Seekers [musical group, spotify, mb]
Q83506288 The Seekers [musical group, spotify]",I'll Never Find Another You (1965); Georgy Girl (1967); Georgy Girl (1967),assistant,The Seekers,The Seekers
multi,Will Smith,3,,Q40096,assistant,"Q40096 Will Smith [spotify, mb]","Q40096 Will Smith [human, spotify, mb]
Q8003106 Will Smith ~ Will Smith (comedian) [human, mb]",Men in Black (1997); Gettin' Jiggy wit It (1998); Switch (2005),assistant,Will Smith,Will Smith
